x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,label
0.3035721480846405,0.8276785016059875,2.998198738168867e-07,0.35726043581962585,0.8013077974319458,-0.010431665927171707,0.39504167437553406,0.7486787438392639,-0.01518640760332346,0.4166748821735382,0.6986984610557556,-0.017519531771540642,0.43081003427505493,0.6597728729248047,-0.020190967246890068,0.35471877455711365,0.7052491903305054,-0.020709892734885216,0.3695068955421448,0.630290687084198,-0.028061090037226677,0.3803977966308594,0.5898616909980774,-0.031105704605579376,0.3895305395126343,0.563156008720398,-0.032015737146139145,0.3181789517402649,0.6977561116218567,-0.018168684095144272,0.32695677876472473,0.6201242804527283,-0.02345605567097664,0.33555930852890015,0.5789027214050293,-0.026218755170702934,0.34402117133140564,0.552410900592804,-0.028236931189894676,0.2868445813655853,0.6976423859596252,-0.015564539469778538,0.292222797870636,0.6262769103050232,-0.018945759162306786,0.2982791066169739,0.5864370465278625,-0.02016253024339676,0.3056482672691345,0.5609437227249146,-0.021409202367067337,0.261789470911026,0.7035161256790161,-0.013402411714196205,0.25892171263694763,0.6450278759002686,-0.016131998971104622,0.260178804397583,0.6103455424308777,-0.015743602067232132,0.26422643661499023,0.5853062272071838,-0.014784635975956917,Hello
0.26888325810432434,0.788120448589325,7.777059636282502e-07,0.3367454409599304,0.7496986389160156,-0.02575051598250866,0.3924833834171295,0.6779492497444153,-0.03559122234582901,0.43430712819099426,0.6302758455276489,-0.04395544156432152,0.4723004102706909,0.5938059687614441,-0.05255785211920738,0.3419676125049591,0.6154323220252991,0.0012950269738212228,0.3528076410293579,0.5617421865463257,-0.006441248115152121,0.36177200078964233,0.5232570171356201,-0.018840178847312927,0.3691951632499695,0.48743560910224915,-0.028641318902373314,0.30153888463974,0.6110659241676331,0.0036469846963882446,0.3076604902744293,0.556014895439148,-0.0019082044018432498,0.31507986783981323,0.5115450620651245,-0.01656968705356121,0.32403624057769775,0.4703701138496399,-0.027633177116513252,0.26333707571029663,0.6142997741699219,0.0016743497690185905,0.2679922878742218,0.5561307072639465,-0.007135932799428701,0.27326276898384094,0.509861171245575,-0.019606908783316612,0.2801320254802704,0.4694889187812805,-0.027428122237324715,0.22874948382377625,0.6282080411911011,-0.00335653405636549,0.23022836446762085,0.5668903589248657,-0.011316487565636635,0.23022255301475525,0.5257833003997803,-0.016601553186774254,0.2324150800704956,0.49048250913619995,-0.019275140017271042,Hello
0.2752143442630768,0.7726215124130249,7.379401836260513e-07,0.3452414274215698,0.7402812838554382,-0.02427630126476288,0.39926934242248535,0.6725044250488281,-0.029210928827524185,0.439827561378479,0.62049400806427,-0.03268195316195488,0.4756149649620056,0.5854943990707397,-0.0353921614587307,0.34728729724884033,0.5494110584259033,0.006179064977914095,0.36582934856414795,0.4754043519496918,-0.001119919354096055,0.37941378355026245,0.427854061126709,-0.014222372323274612,0.392158180475235,0.38616952300071716,-0.024370355531573296,0.3113548755645752,0.5380036234855652,0.007773648016154766,0.32504189014434814,0.45750635862350464,0.004735736176371574,0.3369016945362091,0.4022753834724426,-0.009046618826687336,0.35030272603034973,0.358059287071228,-0.019198445603251457,0.274893194437027,0.5448287129402161,0.005027816165238619,0.2896309494972229,0.4655454754829407,-0.004094851203262806,0.3008509874343872,0.41189107298851013,-0.01805274747312069,0.3141285181045532,0.3659425377845764,-0.027038319036364555,0.23548340797424316,0.5720350742340088,-0.0003241778467781842,0.23168456554412842,0.5125806331634521,-0.01277272030711174,0.23141007125377655,0.47381237149238586,-0.018892094492912292,0.2352682650089264,0.4367566704750061,-0.021054551005363464,Hello
0.27363401651382446,0.7696852684020996,5.361293915484566e-07,0.3429670035839081,0.7400755286216736,-0.027977565303444862,0.4035605192184448,0.6693809032440186,-0.0335426926612854,0.4442792236804962,0.6104051470756531,-0.03690081834793091,0.4793227016925812,0.5751012563705444,-0.03897712007164955,0.3519963324069977,0.5460315942764282,-0.001092894352041185,0.3742028772830963,0.4659784436225891,-0.007953483611345291,0.3848911225795746,0.4167201519012451,-0.018573595210909843,0.3934183120727539,0.37553176283836365,-0.027140310034155846,0.3140902817249298,0.5353167057037354,0.002496039727702737,0.3306148052215576,0.4468257427215576,-0.000712245178874582,0.3414912223815918,0.3900560140609741,-0.010801155120134354,0.35101330280303955,0.3454618752002716,-0.019126813858747482,0.2774648666381836,0.5413347482681274,0.0011702394112944603,0.2903059422969818,0.45622992515563965,-0.005617888178676367,0.3021031320095062,0.4050136208534241,-0.016001520678400993,0.31413763761520386,0.362949937582016,-0.023812150582671165,0.23667407035827637,0.5621048212051392,-0.0035632518120110035,0.23227950930595398,0.4996669292449951,-0.013400433585047722,0.23241835832595825,0.45954036712646484,-0.01919688656926155,0.2355765998363495,0.4217197597026825,-0.022644104436039925,Hello
0.27798932790756226,0.7702952027320862,3.993171446836641e-07,0.34484055638313293,0.7385352253913879,-0.02410094253718853,0.402540385723114,0.6729689836502075,-0.030620094388723373,0.4407275319099426,0.6144876480102539,-0.03626391664147377,0.4728737771511078,0.5764946937561035,-0.04170004650950432,0.3539290130138397,0.5547314882278442,-0.005289111752063036,0.3736792802810669,0.4740940034389496,-0.017371682450175285,0.38388171792030334,0.42592447996139526,-0.030838971957564354,0.393186092376709,0.38384681940078735,-0.04128438979387283,0.3173346221446991,0.5454128384590149,-0.00610358314588666,0.3319665789604187,0.45389121770858765,-0.015836216509342194,0.3416529893875122,0.39656466245651245,-0.029616177082061768,0.3507649004459381,0.34924787282943726,-0.04066045954823494,0.28149962425231934,0.5527170896530151,-0.011243470944464207,0.29280105233192444,0.4647062122821808,-0.02379276603460312,0.3029376268386841,0.41053447127342224,-0.03645931929349899,0.3133491277694702,0.3655936121940613,-0.0457611158490181,0.242154061794281,0.5745192766189575,-0.019215695559978485,0.2359762191772461,0.5079243183135986,-0.0334399938583374,0.23519767820835114,0.46300485730171204,-0.041251156479120255,0.23684105277061462,0.41996490955352783,-0.04642992839217186,Hello
0.31148356199264526,0.7758644223213196,4.1127231042992207e-07,0.37263715267181396,0.7640150189399719,-0.01860448531806469,0.4227689802646637,0.7172265648841858,-0.022436656057834625,0.45423802733421326,0.6714224219322205,-0.024171892553567886,0.4787124693393707,0.6374168395996094,-0.02600548416376114,0.3787027895450592,0.60553377866745,-0.00679538119584322,0.3927634358406067,0.5322489142417908,-0.011999772861599922,0.403775691986084,0.49122917652130127,-0.019134022295475006,0.41412895917892456,0.4582371413707733,-0.02492176927626133,0.34186306595802307,0.5950319766998291,-0.004311034455895424,0.3537115454673767,0.5166677832603455,-0.0072791376151144505,0.36516857147216797,0.4670370817184448,-0.0163123682141304,0.37641412019729614,0.4302176237106323,-0.02420995756983757,0.3069855272769928,0.6005129218101501,-0.004409294109791517,0.31714290380477905,0.523894727230072,-0.011073007248342037,0.3260420560836792,0.4770623445510864,-0.022763904184103012,0.33494821190834045,0.4420526623725891,-0.03139953315258026,0.2743184566497803,0.6172688007354736,-0.0060367947444319725,0.2703129053115845,0.555662214756012,-0.015952281653881073,0.2690483331680298,0.5164108276367188,-0.02400597371160984,0.271215558052063,0.48271965980529785,-0.029149562120437622,Hello
0.3031690716743469,0.7598013877868652,6.1328802303251e-07,0.3687802851200104,0.7441011071205139,-0.0238921120762825,0.42275261878967285,0.6891323924064636,-0.030789390206336975,0.46230176091194153,0.6427963972091675,-0.03596945106983185,0.4953792095184326,0.6125884056091309,-0.04080479219555855,0.3800228536128998,0.5701656937599182,-0.004326942842453718,0.4017963409423828,0.49675944447517395,-0.012832864187657833,0.4145655333995819,0.4525381326675415,-0.023944348096847534,0.42501509189605713,0.41516339778900146,-0.03270645812153816,0.3464851379394531,0.5565686225891113,-0.00280774780549109,0.3640424609184265,0.47704121470451355,-0.008785298094153404,0.3760095238685608,0.4252326488494873,-0.02111387625336647,0.38656148314476013,0.3832106590270996,-0.030629785731434822,0.31152594089508057,0.5594249963760376,-0.005052604246884584,0.32316792011260986,0.48179101943969727,-0.014529084786772728,0.3331945240497589,0.43685147166252136,-0.02605811133980751,0.3436151444911957,0.3988931179046631,-0.03403482213616371,0.2731526792049408,0.5779221057891846,-0.009757143445312977,0.2677333950996399,0.5174598693847656,-0.02099098265171051,0.2675614655017853,0.4803203344345093,-0.026800503954291344,0.2709546387195587,0.4458507001399994,-0.029886320233345032,Hello
0.2980155348777771,0.7714651226997375,4.631030492419086e-07,0.36398887634277344,0.7512882947921753,-0.02571731060743332,0.41890963912010193,0.6956003904342651,-0.03308655321598053,0.4573880434036255,0.6446970701217651,-0.03868773952126503,0.4899582266807556,0.6109623908996582,-0.0431966632604599,0.3763583302497864,0.5712496042251587,-0.0055377185344696045,0.39854151010513306,0.49789026379585266,-0.016094066202640533,0.4112173020839691,0.4528704881668091,-0.028226837515830994,0.42257750034332275,0.41474649310112,-0.03763508051633835,0.34253811836242676,0.5575838685035706,-0.003507291665300727,0.35920950770378113,0.4763781428337097,-0.010740987956523895,0.3714108169078827,0.4260488748550415,-0.021839085966348648,0.38318637013435364,0.38589900732040405,-0.030723346397280693,0.30799755454063416,0.5608444213867188,-0.00583562720566988,0.3188994824886322,0.482316792011261,-0.015839727595448494,0.32964378595352173,0.4364556074142456,-0.025746246799826622,0.34119635820388794,0.39905017614364624,-0.03290048986673355,0.26978397369384766,0.5789551138877869,-0.011156345717608929,0.26488667726516724,0.5203219056129456,-0.022756870836019516,0.2653774321079254,0.48222899436950684,-0.028709731996059418,0.2686818838119507,0.4466172456741333,-0.032209087163209915,Hello
0.29919543862342834,0.7714638113975525,4.2256684196217975e-07,0.36332541704177856,0.749053955078125,-0.024283327162265778,0.4187164306640625,0.6945788264274597,-0.03164084628224373,0.4572455883026123,0.644259512424469,-0.03764531761407852,0.4897916615009308,0.6115922927856445,-0.04293651133775711,0.3777877986431122,0.573158323764801,-0.006522549781948328,0.401102751493454,0.4994504749774933,-0.01788610965013504,0.4141196012496948,0.454872190952301,-0.030262943357229233,0.42577290534973145,0.4172893166542053,-0.039719633758068085,0.34412598609924316,0.5603228807449341,-0.005650171544402838,0.3608700931072235,0.4768576920032501,-0.014308750629425049,0.37306806445121765,0.4252417981624603,-0.026240821927785873,0.3844112157821655,0.3844181001186371,-0.03564799949526787,0.31050920486450195,0.5639395117759705,-0.008895974606275558,0.32143864035606384,0.4836898446083069,-0.019955255091190338,0.3327551484107971,0.43515652418136597,-0.03119072876870632,0.34489548206329346,0.39550498127937317,-0.0393051914870739,0.2741079032421112,0.5818519592285156,-0.014922101981937885,0.2692173421382904,0.5214067101478577,-0.027633510529994965,0.26897889375686646,0.4817660450935364,-0.034630514681339264,0.27140161395072937,0.4446893632411957,-0.038919348269701004,Hello
0.6767059564590454,0.7027608156204224,3.4393900705254055e-07,0.625042736530304,0.6866161227226257,-0.013640407472848892,0.586978018283844,0.6300323605537415,-0.019826777279376984,0.5564913153648376,0.5850872993469238,-0.02414328046143055,0.5254924297332764,0.5608540773391724,-0.028478071093559265,0.6232324242591858,0.548365592956543,-0.01413553673774004,0.6109451055526733,0.47521713376045227,-0.02210388518869877,0.6022112965583801,0.4296654164791107,-0.028738118708133698,0.5943825244903564,0.3949218988418579,-0.03371568024158478,0.658162534236908,0.5402265787124634,-0.015031909570097923,0.6564403176307678,0.4613323211669922,-0.01864580623805523,0.6543248295783997,0.4124239683151245,-0.023833708837628365,0.6529847383499146,0.37721461057662964,-0.02813185751438141,0.6900611519813538,0.5486409664154053,-0.017330963164567947,0.6922502517700195,0.4775010049343109,-0.02272384986281395,0.692517876625061,0.43415483832359314,-0.02788381464779377,0.6922587156295776,0.40063023567199707,-0.032045818865299225,0.7171110510826111,0.566960871219635,-0.020618824288249016,0.727992832660675,0.5164324045181274,-0.02707875892519951,0.7337324619293213,0.4827037751674652,-0.028912581503391266,0.7375948429107666,0.45336848497390747,-0.029679708182811737,Hello
